system:index,ALOS_RVI,ALOS_Span,Class,HH,HHHV_Ratio,HV,.geo
0000000000000000014a_0,2.4405970195490934,1272.7790253241994,0,-22.275409118274105,0.6389432454273054,-27.867277835083037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b_0,2.6116804507059395,489.24699912768386,0,-13.031031936520009,0.5315809401256559,-17.872862272089478,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0,2.2514374724713506,1166.8080293284038,0,-22.584490236128843,0.7766427222201703,-25.627111232103488,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d_0,2.8708737781494524,447.4831734947063,0,-11.239050060278345,0.3933040283569607,-17.921130746614836,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e_0,2.5814223636248284,475.5839108588707,0,-12.987038732561757,0.5495333333919087,-17.519153399003372,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0,2.388460155769134,1087.3998111552678,0,-20.9307675581059,0.6747191659606802,-25.481420301541462,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0,2.613869226683348,1128.1974206993082,0,-19.772639955300505,0.5302984400162465,-27.15216621003492,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0,2.55376461598876,1184.101516342117,0,-20.691118331275213,0.5663150687250358,-27.495074805195273,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0,2.4379618761067423,1014.6394517914864,0,-19.905435851196884,0.6407147458711395,-24.86791256550039,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0,3.343171466783586,310.90837290770685,0,-7.1451642833050215,0.19646869439464884,-16.120018618856776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0,2.5798073290581267,747.296311097453,0,-16.288836238682777,0.5505033864138908,-21.953818007053528,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0,2.671519477673819,798.6895045075053,0,-16.28683095421397,0.4972752523155597,-23.09607416805642,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,2.4394570520384895,897.13651033701,0,-18.708420928590016,0.6397091298071717,-23.390842154478,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0,2.2819202977331536,1004.1700599644001,0,-20.768029502392118,0.7529096016077232,-23.93447326665391,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,2.4344611442028454,1092.108222673617,0,-20.674488248389117,0.6430740780255025,-25.781267585998123,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0,2.447630946024072,1072.2972042221531,0,-20.399761006561917,0.6342333007750184,-25.615365605380475,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,2.539643740555747,1137.7043061491918,0,-20.380466167887654,0.5750240618885724,-26.876400520322257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0,2.530032231768037,1077.8612687999857,0,-19.90239510562477,0.5810075262182413,-26.110456485086374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c_0,2.806384732108846,1048.639981318564,0,-17.689493295618533,0.42532132327922706,-27.124192306183623,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0,2.552467963321445,555.4008680895015,0,-14.177099048806085,0.5671107561306774,-18.825799601871978,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e_0,3.060582066891091,436.93472616234845,0,-10.129959493439998,0.3069409388728336,-18.284382593448797,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f_0,2.408219743203598,1213.274715953427,0,-21.97309001326923,0.6609779947567799,-27.026987091094618,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0,2.7557592325782716,1043.738888344697,0,-18.01847992632777,0.4515056151177707,-26.815541566211564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0,2.516880254104386,1063.7497384330293,0,-19.8599360633495,0.5892690935442901,-25.871464550595107,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0,2.4964919036145687,963.6945196792896,0,-19.032357399834112,0.602248336639331,-24.52476078342599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0,2.467489231297793,886.2559592295099,0,-18.426860837821295,0.6210810362467813,-23.381761244463128,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164_0,2.6992812153916073,919.1978156721818,0,-17.28885381984452,0.4818759813507192,-24.905689094426386,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165_0,2.322411319005483,1149.6005734723233,0,-21.957668989000034,0.722347788811546,-25.83527329140974,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0,2.526265824881156,902.66593632803,0,-18.23656792739706,0.5833646485670897,-23.876631390492733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167_0,2.3659952757212515,1362.0848492682942,0,-23.588413885702977,0.6906204509561575,-28.384354486672216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0,2.654177788682868,1069.1806874447573,0,-18.966596407068366,0.5070580490333296,-26.635482127720884,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0,2.3213588400858534,1158.2170216062862,0,-22.046716107968805,0.7231286826176619,-25.92603576447651,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0,2.4551614881827373,1114.9759457587718,0,-20.75125165356313,0.6292207332401268,-26.160303908197726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b_0,2.5263678501775755,1242.4610884755848,0,-21.394687453203105,0.5833007056826046,-28.013004788050466,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c_0,2.426044195464786,1243.1449278405235,0,-22.117047582425542,0.6487745802312861,-27.458716905151412,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d_0,2.407838521142532,1109.331055548358,0,-21.013294446280845,0.6612409698063882,-25.841294705611418,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e_0,2.6995063728569666,1167.2863402843598,0,-19.481070598089083,0.48175238266493975,-28.06731602124843,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f_0,2.5856455283665007,823.3365682214761,0,-17.062310489229063,0.5470024626798042,-23.069766556916434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170_0,3.766854805956594,265.4563836693424,0,-3.9335060722162893,0.0618938626662035,-15.810879597580268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000171_0,2.444468223586464,507.43630727986334,0,-14.04753804479428,0.6363477182498605,-17.60974111564167,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172_0,2.337763471596355,923.9475513080431,0,-19.59476569210085,0.7110370867710483,-23.237743194632962,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173_0,2.692269035470575,657.1194343088175,0,-14.657211805453485,0.4857356182833526,-21.03058668698742,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174_0,2.543724492295109,964.0996781958747,0,-18.734958956072063,0.5724973408542946,-24.760876218546265,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000175_0,2.4550701464444535,984.9420977269406,0,-19.504271652653266,0.6292813489638923,-24.587099971864248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176_0,2.4223801273967713,946.7091762993587,0,-19.323219258871575,0.6512685002492277,-23.944151139118155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177_0,2.453896724501461,1163.3640276335227,0,-21.205429338505283,0.6300604504098064,-26.715048085361595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178_0,2.714689734439566,973.051336239784,0,-17.682426808743557,0.47346488597002756,-25.697920507177443,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000179_0,2.3257860784250575,850.6310802516921,0,-18.868879118019407,0.7198486297194897,-22.23952519909684,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a_0,2.5360439647986768,798.9266260953898,0,-17.099659762370834,0.5772597224344802,-22.506182752891384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b_0,2.368668041402143,943.7113705736148,0,-19.618272850259544,0.6887127829158294,-23.63968572012716,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c_0,2.479535750195531,1019.2419386119752,0,-19.683247506197432,0.6132052137923676,-25.13586493880304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d_0,2.2250683718811324,1289.436220975383,0,-23.919976646368596,0.7976975676564458,-26.781914386625985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e_0,2.499737505963413,1258.4774716477773,0,-21.725828812171656,0.6001680138244664,-28.043998182712627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f_0,2.6262514443396716,1119.9890798209858,0,-19.612390093761007,0.5230834079581955,-27.117212884644523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180_0,2.6102389684122334,1030.0349333452466,0,-18.917600346881514,0.5324267426875233,-25.92603576447651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181_0,2.517176366233744,900.8484355892921,0,-18.274294451039424,0.5890821372937369,-23.809632460540037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182_0,2.716835187014959,1002.79568422139,0,-17.935663749957413,0.47230130819782234,-26.09803919971486,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183_0,2.7006973913777874,801.9386369115548,0,-16.13971005698464,0.4810989238447631,-23.269043731705516,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184_0,2.5934692541672772,1083.4706733226171,0,-19.51880384549949,0.5423356161144612,-26.504470750489084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185_0,2.7255966033697088,872.0086278576463,0,-16.668013958122785,0.4675686031655312,-24.37592949098496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186_0,2.66931574270484,1074.8386588178546,0,-18.909461140003188,0.498511373535289,-26.781914386625985,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187_0,2.753942212789868,895.8941123977008,0,-16.705806140896527,0.4524633020341481,-24.835662938212153,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188_0,2.5245139316935226,989.708026428496,0,-19.106938560941316,0.5844634286952322,-24.992657426870593,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189_0,2.795730179618653,644.0107064365461,0,-13.924462806191158,0.4307532354733937,-21.216032663897018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a_0,2.390421312354806,1366.0538188238284,0,-23.445527894223048,0.6733451878654803,-28.572032489569892,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b_0,2.5001258931326737,1023.9655202269477,0,-19.59476569210085,0.5999194324522491,-25.298432317015518,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c_0,2.3143879258502293,1124.7529354658695,0,-21.770950418256135,0.728318729683371,-25.510363646010667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d_0,2.540872284798296,1109.1639013667532,0,-20.114744524760184,0.5742625176131336,-26.54356709393791,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e_0,2.5620047042895195,976.078630010207,0,-18.73230150167224,0.5612773830207533,-25.003589951458068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f_0,2.7303516491407995,477.0638617260706,0,-12.305520562891957,0.4650127580668005,-18.045443341805537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190_0,2.9112677763659107,538.795744275989,0,-12.109957563408116,0.37397185943270966,-19.802643058148668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191_0,2.4328970881881173,751.5574411564703,0,-17.15931128010527,0.6441303742029512,-21.380259061782255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192_0,2.4524346432376847,906.4563680661838,0,-18.72698903077999,0.6310322523903151,-23.574483025237896,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193_0,2.5196767242023066,1053.218021641395,0,-19.742740133561476,0.5875052388977966,-25.757372413739255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194_0,2.6181178811869916,1237.253043551738,0,-20.674488248389117,0.5278150876027385,-28.45731152479022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195_0,2.5845492006762147,1301.8722929431037,0,-21.46355153314454,0.5476586783310027,-29.003245482655082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196_0,2.3737613985611006,1097.6180725964962,0,-21.124564370025396,0.6850893280279449,-25.521968042710768,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197_0,2.5688913239142135,1110.1796619825045,0,-19.929800213983256,0.5570919496528992,-26.701736374498523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198_0,2.6400460569413418,806.3709761294442,0,-16.55768242052082,0.5151250825655102,-23.069766556916434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199_0,2.6701435557831292,768.5985855303705,0,-15.985350965677412,0.49804679652395545,-22.65098540978928,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a_0,2.5725700892188628,995.1304034526011,0,-18.844620605201527,0.5548653141709207,-25.298432317015518,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b_0,2.6273788479530906,1036.938621319089,0,-18.863482479363014,0.5224298555635689,-26.09803919971486,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c_0,2.4201973165496082,1608.964511950483,0,-25.20836395700752,0.6527578031127901,-31.201007973485844,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d_0,2.4437576433332664,1073.0133899110285,0,-20.432014625643866,0.6368235249973606,-25.60363584041344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e_0,2.8156149884533996,745.3262870094882,0,-14.85558214145206,0.4206487806051836,-22.904976888179974,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f_0,2.148778877270902,1169.9270055644404,0,-23.269043731705516,0.8615223940958862,-25.069475650208894,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0_0,2.5245297904775215,1149.158308204347,0,-20.588521375882998,0.5844534752918836,-26.930857687031725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1_0,2.729634200485256,1205.346216779384,0,-19.565470926935376,0.46539781751302306,-28.679933127304018,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2_0,2.543874008029971,1254.0116589431484,0,-21.36585459805302,0.5724049176074105,-28.24025347333138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3_0,3.014347913845166,1061.2720447348252,0,-16.171309508437204,0.32698683573573123,-28.28004231816412,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac_0,3.1305726814785024,437.74178815348,1,-9.754289685557396,0.2777214928327062,-18.50933874787829,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad_0,3.0975759439751114,187.79366202632667,1,-6.509022933235926,0.29133234256294305,-12.05928200519979,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae_0,3.997461686957285,96.80744132718229,1,-0.24785458990739073,6.349812059479569E-4,-9.83595493225971,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af_0,2.9746585520194246,219.6628864892818,1,-7.503823393785879,0.34469214871215903,-12.781061026540542,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_0,3.528080550848761,219.92215830319515,1,-5.0937595104842615,0.13376096218599887,-13.927518528170992,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1_0,3.4858301870362016,201.85071388059646,1,-5.0937595104842615,0.14750282870232614,-13.262892894461132,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2_0,3.578426612195284,151.5911227723101,1,-3.9970859131448293,0.11780970618986367,-11.645360749038616,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3_0,3.128954636037195,214.07474942498865,1,-6.827679291460157,0.27838222834255577,-12.940538818687372,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4_0,3.368006269928181,275.25272476195516,1,-6.594656856780716,0.18764624511381775,-15.223771730529535,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5_0,2.8870784083748844,301.32424371287175,1,-9.15628550379688,0.3854836738748538,-14.7474295891125,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6_0,2.822359781776882,376.6835120253733,1,-10.530879038601327,0.4172537554661822,-16.30288620765417,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7_0,2.626062009930505,277.6477621606972,1,-9.76563884610681,0.5231932775669126,-13.501113290692246,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8_0,2.480457584337106,621.0267689178305,1,-15.35965914850263,0.612605684232648,-19.624159593716364,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9_0,3.3919053702982995,174.25837921814374,1,-5.146979322453987,0.17927818241233004,-12.155944351319434,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba_0,2.636978805544164,197.20534023238605,1,-8.197485260685383,0.5168874287461573,-11.40204260793793,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb_0,2.587008254200565,214.22756981332697,1,-8.69916357859914,0.5461875676295732,-11.770816575161689,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc_0,2.5171325516500453,1045.0839225618886,1,-19.683247506197432,0.5891097977251525,-25.64475950699599,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_0,2.519618008873551,811.227351229097,1,-17.327192223992654,0.5875422329547031,-22.605215346505894,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be_0,3.29664106380648,259.60880091170833,1,-6.756444516824928,0.2133562382376515,-14.627346252918699,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf_0,2.7938358030951456,729.1941375018466,1,-14.828417491826656,0.4317233659789913,-22.567945679435155,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0_0,3.510734931481838,324.89462755334625,1,-6.303958919026016,0.1393625773711287,-16.88652508660614,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1_0,3.777197600693449,748.6993567262265,1,-6.457786250679774,0.058986164574934496,-26.5894030295296,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2_0,3.9846155316241885,212.3715377587321,1,-0.9037730919002342,0.0038609668244555576,-14.544921173973037,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3_0,3.4535592757314375,330.2734445641562,1,-6.717046602754635,0.1582253787008854,-16.88652508660614,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4_0,3.0711448966635557,327.3955961145325,1,-8.71927563305664,0.3024458742879695,-15.854646907115821,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5_0,3.892712357171417,160.00167181120764,1,2.0716057912436554,0.027561153505455006,-12.4783861639594,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6_0,2.797365341858371,734.1842326009406,1,-14.857282756168829,0.42991690793691034,-22.659333214024393,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7_0,3.408885833949052,315.8274555222946,1,-6.831728971992632,0.17340391988609571,-16.405942056935686,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8_0,3.2730556047939863,458.7441187142856,1,-9.130737455609378,0.2220996166827325,-19.37456456881077,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9_0,3.094463244708538,161.21028575750324,1,-6.041147223095521,0.292631284873042,-11.167579235733612,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca_0,3.389455478541381,312.1194917711011,1,-6.9022251075521694,0.1801305623643597,-16.262803581663817,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb_0,3.4208927062602705,421.35657763265243,1,-7.810420401173673,0.16928543028547988,-18.982990038178457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc_0,3.27631213141105,153.4198710235035,1,-5.268493604916657,0.22088489727542232,-11.209944074724717,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd_0,3.515144756833218,553.101194709556,1,-8.18800974377686,0.1379332223016574,-22.046716107968805,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce_0,3.9188061241321037,378.8897774118576,1,-2.773244018960156,0.020719033628099674,-19.266522650005093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf_0,2.9950466319843474,395.68851182114935,1,-9.970562956019151,0.335538471182276,-17.21268096959936,"{""type"":""MultiPoint"",""coordinates"":[]}"
